"setor","datahora","media","negocios","quantidade_papeis","volume_financeiro"
"Bens Industriais",20100106,5.39,3709,6963300,61304486
"Bens Industriais",20100107,5.32,2619,2110800,18842357
"Bens Industriais",20100108,5.30,2216,3891700,36177255
"Bens Industriais",20100111,5.31,2739,2466800,22444847
"Bens Industriais",20100112,5.44,3881,5566800,51334337
"Bens Industriais",20100113,5.40,3780,5323100,50478941
"Bens Industriais",20100114,5.64,2320,3191100,30085366
"Bens Industriais",20100115,5.40,2696,2988800,27642971
"Bens Industriais",20100118,5.59,1707,1782500,15515105
"Bens Industriais",20100119,5.58,3641,4705900,45220134
"Bens Industriais",20100120,5.69,3280,4015500,39092976
"Bens Industriais",20100121,5.56,3443,3995200,36754775
"Bens Industriais",20100122,5.67,1781,2323700,22001766
"Bens Industriais",20100126,5.49,2730,2633800,25024478
"Bens Industriais",20100127,5.45,2268,2227800,19644339
"Bens Industriais",20100128,5.72,1457,1931000,18298623
"Bens Industriais",20100129,5.58,2534,3601000,35091950
"Bens Industriais",20100201,5.48,1921,2063100,19411537
"Bens Industriais",20100202,5.46,2313,3628400,34201216
"Bens Industriais",20100203,5.49,2504,4765200,45608792
"Bens Industriais",20100204,5.56,3484,3436500,32514250
"Bens Industriais",20100205,5.38,4418,4636300,42669828
"Bens Industriais",20100208,5.39,2412,3563900,33338725
"Bens Industriais",20100209,5.48,1857,1957700,18223846
"Bens Industriais",20100210,5.68,1566,1679400,16018694
"Bens Industriais",20100211,5.56,2220,3099000,30037916
"Bens Industriais",20100212,5.77,1618,2007100,19735639
"Bens Industriais",20100217,5.76,3049,2604000,25623605
"Bens Industriais",20100218,5.75,1634,1536200,15025074
"Bens Industriais",20100219,5.67,2139,1283800,12387108
"Bens Industriais",20100222,5.58,2467,2202500,21726802
"Bens Industriais",20100223,5.84,2283,1618800,15700656
"Bens Industriais",20100224,5.65,1634,1430200,13671628
"Bens Industriais",20100225,5.69,1870,1954900,18380269
"Bens Industriais",20100226,5.45,1644,1576400,14872852
"Bens Industriais",20100301,5.67,1437,1389600,13124958
"Bens Industriais",20100302,5.65,1923,2050700,19615484
"Bens Industriais",20100303,5.70,2320,2439000,24084953
"Bens Industriais",20100304,5.88,1224,1188200,11662819
"Bens Industriais",20100305,5.60,1395,2018700,20122496
"Bens Industriais",20100308,6.00,1559,1225000,11773111
"Bens Industriais",20100309,6.08,3069,2776600,27709604
"Bens Industriais",20100310,6.04,1661,2155400,21476928
"Bens Industriais",20100311,5.83,1725,1185800,11495352
"Bens Industriais",20100312,5.66,1332,1300700,12165261
"Bens Industriais",20100315,5.82,1137,2876800,28513631
"Bens Industriais",20100316,5.89,2032,1367600,13085109
"Bens Industriais",20100317,5.93,2307,1721600,17203678
"Bens Industriais",20100318,5.90,1711,1551200,15301932
"Bens Industriais",20100319,6.71,4548,6526400,70178213
"Bens Industriais",20100322,6.13,2427,2837100,29369386
"Bens Industriais",20100323,6.21,1723,1555600,15923569
"Bens Industriais",20100324,6.96,1523,1160900,12281969
"Bens Industriais",20100325,5.99,1562,1597000,16312995
"Bens Industriais",20100326,5.81,2681,2841200,28360992
"Bens Industriais",20100329,5.92,1855,1721500,17607307
"Bens Industriais",20100330,6.21,1014,1173100,11524305
"Bens Industriais",20100331,5.92,3427,2679600,26538409
"Bens Industriais",20100401,6.04,2531,2175400,21917252
"Bens Industriais",20100405,5.85,1353,1081700,10637714
"Bens Industriais",20100406,5.82,2124,1745500,16824581
"Bens Industriais",20100407,5.88,2560,2167400,22196382
"Bens Industriais",20100408,6.13,2323,1715500,17265630
"Bens Industriais",20100409,6.18,3228,4866500,49456274
"Bens Industriais",20100412,6.42,1573,1526900,15296815
"Bens Industriais",20100413,6.26,2120,2259600,23007647
"Bens Industriais",20100414,6.24,3625,2745200,28262440
"Bens Industriais",20100415,6.14,1962,1512200,15397640
"Bens Industriais",20100416,6.24,1465,1054700,10521813
"Bens Industriais",20100419,6.32,2352,2297900,22613889
"Bens Industriais",20100420,5.75,2786,2164900,21402945
"Bens Industriais",20100422,6.05,2445,1465700,14785468
"Bens Industriais",20100423,6.30,1955,1314300,13364316
"Bens Industriais",20100426,6.12,1525,845800,8419619
"Bens Industriais",20100427,5.73,4496,2860800,27764076
"Bens Industriais",20100428,5.83,3626,2531000,24884099
"Bens Industriais",20100429,5.97,3510,2357900,23616491
"Bens Industriais",20100430,6.05,2540,1991700,20086709
"Bens Industriais",20100503,5.62,2091,1491600,14468792
"Bens Industriais",20100504,5.72,3657,2091600,20314074
"Bens Industriais",20100505,5.65,3033,1816200,17341520
"Bens Industriais",20100506,5.91,4578,3671600,35806875
"Bens Industriais",20100507,5.37,3762,2710900,25296129
"Bens Industriais",20100510,5.84,2843,3768200,37077486
"Bens Industriais",20100511,5.59,2350,2410900,21762940
"Bens Industriais",20100512,5.60,1559,2208200,20600904
"Bens Industriais",20100513,5.79,1584,1348400,12673307
"Bens Industriais",20100514,5.52,2438,2249800,22124622
"Bens Industriais",20100517,5.65,6043,3150200,30660056
"Bens Industriais",20100518,5.94,2759,1583100,15363573
"Bens Industriais",20100519,5.72,4304,3283600,31754490
"Bens Industriais",20100520,5.50,3391,2669800,24127837
"Bens Industriais",20100521,5.79,2460,1818400,16574235
"Bens Industriais",20100524,5.96,2062,1274200,11973853
"Bens Industriais",20100525,5.45,2619,1894700,17669926
"Bens Industriais",20100526,5.73,2771,3649400,34268576
"Bens Industriais",20100527,5.60,2593,2376600,22587520
"Bens Industriais",20100528,5.67,1967,1665500,15787786
"Bens Industriais",20100531,6.02,1257,1080300,10027349
"Bens Industriais",20100601,5.56,1650,1354500,12361299
"Bens Industriais",20100602,5.71,1789,1751400,16192791
"Bens Industriais",20100604,5.64,4053,1924300,17873818
"Bens Industriais",20100607,5.48,2172,1696300,15674807
"Bens Industriais",20100608,5.57,2776,2520000,23295255
"Bens Industriais",20100609,5.60,1934,2478800,22955924
"Bens Industriais",20100610,5.71,1370,1046600,9761920
"Bens Industriais",20100611,5.65,1995,1096400,10236635
"Bens Industriais",20100614,5.63,1423,929200,8801038
"Bens Industriais",20100615,5.71,2344,1694100,16297380
"Bens Industriais",20100616,5.75,5312,2805100,26956750
"Bens Industriais",20100617,5.80,1856,1306000,12556162
"Bens Industriais",20100618,6.03,1204,1136800,11079225
"Bens Industriais",20100621,5.42,1570,1050800,9968653
"Bens Industriais",20100622,5.81,2879,1451700,14244589
"Bens Industriais",20100623,5.55,1560,1331600,12855656
"Bens Industriais",20100624,6.08,1277,1089400,10472285
"Bens Industriais",20100625,6.53,799,513600,4986373
"Bens Industriais",20100628,5.86,757,664500,6198756
"Bens Industriais",20100629,5.57,2405,2352900,22096384
"Bens Industriais",20100630,5.56,2437,2140200,20162252
"Bens Industriais",20100701,5.44,2311,1626000,14983111
"Bens Industriais",20100702,5.42,2873,1718200,16179002
"Bens Industriais",20100705,5.54,1506,2185200,20834460
"Bens Industriais",20100706,5.41,2845,2644500,24583972
"Bens Industriais",20100707,5.49,2471,3504300,32785750
"Bens Industriais",20100708,5.69,1540,1232600,11566150
"Bens Industriais",20100712,5.58,1935,1442900,13782493
"Bens Industriais",20100713,5.64,2153,2029500,19343244
"Bens Industriais",20100714,5.76,1388,1077100,10359059
"Bens Industriais",20100715,5.73,1694,1760200,17039858
"Bens Industriais",20100716,5.79,2712,1709400,16361565
"Bens Industriais",20100719,5.70,1408,1814400,17471320
"Bens Industriais",20100720,6.06,4468,5025100,50011835
"Bens Industriais",20100721,5.93,3956,3119400,31678623
"Bens Industriais",20100722,6.04,2358,3910100,40441618
"Bens Industriais",20100723,5.96,2689,1438400,14951819
"Bens Industriais",20100726,6.11,1903,1537500,15995297
"Bens Industriais",20100727,6.11,3395,2366400,24943038
"Bens Industriais",20100728,6.35,2458,1984000,20835378
"Bens Industriais",20100729,6.45,2364,2629600,28492099
"Bens Industriais",20100730,6.69,4434,4680800,52264309
"Bens Industriais",20100802,6.76,5499,4216300,48578507
"Bens Industriais",20100803,6.74,3458,2861200,32474054
"Bens Industriais",20100804,6.54,2831,1799000,20549630
"Bens Industriais",20100805,6.68,3220,1802000,20863039
"Bens Industriais",20100806,6.51,3380,2238500,25230853
"Bens Industriais",20100809,6.62,1656,1310800,14314520
"Bens Industriais",20100810,6.38,3325,3232600,35022678
"Bens Industriais",20100811,6.55,1687,1656200,17920448
"Bens Industriais",20100812,6.55,1645,1446700,15577136
"Bens Industriais",20100813,6.46,3041,2366700,25607254
"Bens Industriais",20100816,6.38,2103,1403600,15295664
"Bens Industriais",20100817,6.53,2538,1790300,19726130
"Bens Industriais",20100818,6.71,5114,2713000,30685703
"Bens Industriais",20100819,7.36,2378,2089900,23723041
"Bens Industriais",20100820,6.63,2765,1902600,20537173
"Bens Industriais",20100823,6.53,1695,990000,10684719
"Bens Industriais",20100824,6.34,3805,2012900,21170693
"Bens Industriais",20100825,6.21,2814,1948900,20242636
"Bens Industriais",20100826,6.22,3058,1902000,19986476
"Bens Industriais",20100827,6.35,3776,1573100,16724465
"Bens Industriais",20100830,6.32,3255,1382400,14750393
"Bens Industriais",20100831,6.29,4426,3174500,34144091
"Bens Industriais",20100901,6.57,5054,2521000,28068064
"Bens Industriais",20100902,7.01,2906,1756100,19737512
"Bens Industriais",20100903,6.74,3146,1161200,13059576
"Bens Industriais",20100906,7.49,461,285900,3190165
"Bens Industriais",20100908,6.78,2165,1613400,18010460
"Bens Industriais",20100909,6.63,1775,1387300,15503863
"Bens Industriais",20100910,6.45,1961,1364400,15183258
"Bens Industriais",20100913,6.65,3843,2359900,21217602
"Bens Industriais",20100914,6.75,3379,2438800,19411818
"Bens Industriais",20100915,6.67,3345,1791200,17779895
"Bens Industriais",20100916,6.68,2100,2202000,17310979
"Bens Industriais",20100917,6.73,3722,3117600,29578053
"Bens Industriais",20100920,7.09,5628,2903200,29198343
"Bens Industriais",20100921,7.01,4908,3051500,31521171
"Bens Industriais",20100922,6.90,4553,2792600,28622822
"Bens Industriais",20100923,6.83,5092,3201700,30617871
"Bens Industriais",20100924,7.14,4676,3549600,35130841
"Bens Industriais",20100927,7.04,3268,2494300,24286043
"Bens Industriais",20100928,6.90,2520,1638200,16150423
"Bens Industriais",20100929,6.79,3207,2325800,22482108
"Bens Industriais",20100930,6.87,2798,2253500,22571761
"Bens Industriais",20101001,6.78,6030,3129100,28828136
"Bens Industriais",20101004,6.84,3458,2247600,21095484
"Bens Industriais",20101005,6.95,5127,3105700,33974610
"Bens Industriais",20101006,6.80,4883,3932300,32446881
"Bens Industriais",20101007,6.83,3054,3160300,24414556
"Bens Industriais",20101008,6.87,2340,3307300,26688584
"Bens Industriais",20101011,6.93,2936,1544000,15345032
"Bens Industriais",20101013,6.98,7366,5075200,47185634
"Bens Industriais",20101014,6.93,6019,6301800,53959884
"Bens Industriais",20101015,6.78,3213,2831500,25024099
"Bens Industriais",20101018,6.67,4237,4036200,38337848
"Bens Industriais",20101019,6.76,6820,4352200,41272126
"Bens Industriais",20101020,6.85,2845,5825100,49016328
"Bens Industriais",20101021,7.01,2380,3118100,26932547
"Bens Industriais",20101022,7.08,3480,4358500,40465178
"Bens Industriais",20101025,7.06,3399,3243600,28514939
"Bens Industriais",20101026,7.03,2513,3745400,29529355
"Bens Industriais",20101027,6.97,2766,2192700,19034050
"Bens Industriais",20101028,7.11,2663,2677500,21827407
"Bens Industriais",20101029,7.16,3393,3051400,28917665
"Bens Industriais",20101101,7.41,3535,1800600,16019832
"Bens Industriais",20101103,7.41,3288,2774900,26832855
"Bens Industriais",20101104,7.48,5727,3937100,37381637
"Bens Industriais",20101105,7.48,5603,2705800,25197250
"Bens Industriais",20101108,7.47,4496,2496600,20463982
"Bens Industriais",20101109,7.39,5019,4742900,40252320
"Bens Industriais",20101110,7.30,2814,2074700,20972655
"Bens Industriais",20101111,7.40,4199,2149300,21438590
"Bens Industriais",20101112,7.36,4358,3591200,29037896
"Bens Industriais",20101116,7.10,5359,3751800,34159407
"Bens Industriais",20101117,7.41,3532,2147500,21548920
"Bens Industriais",20101118,7.38,1928,2190800,21475609
"Bens Industriais",20101119,7.35,2484,1924900,18912776
"Bens Industriais",20101122,7.39,3573,2445400,25897902
"Bens Industriais",20101123,7.23,2515,1702700,16940626
"Bens Industriais",20101124,7.30,3828,2219300,22635500
"Bens Industriais",20101125,7.35,2074,1650500,13687782
"Bens Industriais",20101126,7.34,3773,2350300,23602956
"Bens Industriais",20101129,7.16,4411,3165700,30992345
"Bens Industriais",20101130,7.36,4738,4613800,47725068
"Bens Industriais",20101201,7.43,3723,3527800,33776101
"Bens Industriais",20101202,7.47,4200,1964300,18944643
"Bens Industriais",20101203,7.34,2959,1794000,16815640
"Bens Industriais",20101206,7.32,2894,2334900,22444112
"Bens Industriais",20101207,7.24,2072,2335400,19325249
"Bens Industriais",20101208,7.30,4088,1990700,19249336
"Bens Industriais",20101209,7.30,3907,2849600,28712204
"Bens Industriais",20101210,7.25,5606,2566800,22308010
"Bens Industriais",20101213,7.29,4244,2559200,23322396
"Bens Industriais",20101214,7.40,3967,2346100,22467976
"Bens Industriais",20101215,7.43,7000,3504700,33040966
"Bens Industriais",20101216,7.34,2955,3400300,36513239
"Bens Industriais",20101217,7.47,3588,2647600,25701863
"Bens Industriais",20101220,7.46,3738,3238100,31083619
"Bens Industriais",20101221,7.45,4611,4878100,44491143
"Bens Industriais",20101222,7.36,3762,4565100,41578886
"Bens Industriais",20101223,7.28,2992,5288100,40292789
"Bens Industriais",20101227,7.49,2056,1050900,10697966
"Bens Industriais",20101228,7.29,2156,1543900,16126454
"Bens Industriais",20101229,7.29,2322,2002700,21267016
"Bens Industriais",20101230,7.34,5427,7084300,73584170
"Bens Industriais",20110103,7.40,4072,3153700,32570891
"Bens Industriais",20110104,7.39,3201,2629300,27113780
"Bens Industriais",20110105,7.38,3431,2184200,21418438
"Bens Industriais",20110106,7.39,3973,2850100,30240331
"Bens Industriais",20110107,7.51,2782,2107400,18244534
"Bens Industriais",20110110,7.48,2822,1905000,20186591
"Bens Industriais",20110111,7.58,4658,3666500,37670359
"Bens Industriais",20110112,7.57,3972,2776900,31043327
"Bens Industriais",20110113,7.51,2880,1742200,17840660
"Bens Industriais",20110114,7.88,4354,4367800,54681576
"Bens Industriais",20110117,7.99,2277,1831600,20277382
"Bens Industriais",20110118,8.28,6152,3343900,41691141
"Bens Industriais",20110119,8.09,3608,1574700,18967217
"Bens Industriais",20110120,7.99,3544,3099100,31019651
"Bens Industriais",20110121,8.08,4675,1861000,18371116
"Bens Industriais",20110124,7.98,3341,1414100,13959668
"Bens Industriais",20110126,7.88,4324,4078000,45688208
"Bens Industriais",20110127,7.87,6118,5078100,49252905
"Bens Industriais",20110128,7.86,7961,6689100,53716078
"Bens Industriais",20110131,7.88,4783,3486200,30157111
"Bens Industriais",20110201,7.89,4689,3706500,33530501
"Bens Industriais",20110202,7.97,4421,3662900,37994570
"Bens Industriais",20110203,7.96,5363,3161300,27309572
"Bens Industriais",20110204,7.93,3881,2475800,25649707
"Bens Industriais",20110207,8.08,4613,3292100,37673248
"Bens Industriais",20110208,8.04,4514,2946400,31414618
"Bens Industriais",20110209,8.06,3426,2144100,24809811
"Bens Industriais",20110210,7.98,5361,3411100,33792207
"Bens Industriais",20110211,7.91,4188,2828200,25839794
"Bens Industriais",20110214,8.10,5052,3762500,38706226
"Bens Industriais",20110215,8.10,4358,3253900,33235324
"Bens Industriais",20110216,8.08,5158,3038900,28789916
"Bens Industriais",20110217,8.03,3159,2298300,23980065
"Bens Industriais",20110218,8.28,3994,3526100,34344254
"Bens Industriais",20110221,8.28,3148,1865200,15353263
"Bens Industriais",20110222,8.13,3217,2885200,29617499
"Bens Industriais",20110223,7.90,5035,3403300,35490236
"Bens Industriais",20110224,7.66,5451,6009700,44405380
"Bens Industriais",20110225,7.98,4508,2890700,29091979
"Bens Industriais",20110228,7.92,5386,3238600,31021851
"Bens Industriais",20110301,8.04,3495,2114100,22881441
"Bens Industriais",20110302,7.81,2839,3175100,32879517
"Bens Industriais",20110303,7.85,3746,2884000,30371134
"Bens Industriais",20110304,7.84,4245,5862500,43092381
"Bens Industriais",20110309,8.16,3266,1686700,18020236
"Bens Industriais",20110310,7.97,3932,3133100,29291773
"Bens Industriais",20110311,8.06,4340,3105200,31450404
"Bens Industriais",20110314,7.79,2944,2145300,21094565
"Bens Industriais",20110315,7.78,5694,4320900,46329684
"Bens Industriais",20110316,7.82,5618,5423200,48919851
"Bens Industriais",20110317,8.04,8102,4503300,39535538
"Bens Industriais",20110318,8.27,6589,4497000,43077920
"Bens Industriais",20110321,8.34,5184,2474600,25414836
"Bens Industriais",20110322,8.31,5226,5495700,46445357
"Bens Industriais",20110323,8.26,4098,2987500,31863804
"Bens Industriais",20110324,8.23,3680,2931400,29559521
"Bens Industriais",20110325,8.04,6035,4778900,57409606
"Bens Industriais",20110328,7.98,5370,3304300,30713776
"Bens Industriais",20110329,8.08,2613,2093400,22162977
"Bens Industriais",20110330,8.04,2381,2346000,23063002
"Bens Industriais",20110331,8.23,2457,2038600,21633605
"Bens Industriais",20110401,8.16,5598,3454900,34575682
"Bens Industriais",20110404,8.22,3633,1976900,20121289
"Bens Industriais",20110405,8.24,4571,2586300,27945298
"Bens Industriais",20110406,8.14,5962,2339000,23974790
"Bens Industriais",20110407,8.09,3651,2961000,32230700
"Bens Industriais",20110408,7.98,3363,2349300,25102304
"Bens Industriais",20110411,8.07,3823,2577400,27628896
"Bens Industriais",20110412,7.79,4448,2853200,28916798
"Bens Industriais",20110413,7.80,6463,3427600,31593007
"Bens Industriais",20110414,7.58,3439,1639300,17515256
"Bens Industriais",20110415,7.43,4733,2644900,28523524
"Bens Industriais",20110418,7.55,4270,2674700,29962136
"Bens Industriais",20110419,7.45,4474,2377900,22777790
"Bens Industriais",20110420,7.42,3451,2897400,25142080
"Bens Industriais",20110425,7.62,2322,1654800,15837623
"Bens Industriais",20110426,7.74,4961,4173400,38014181
"Bens Industriais",20110427,7.76,4322,1822300,19180042
