"sub_setor","hora","media","negocios","quantidade_papeis","volume_financeiro"
"Agua e Saneamento",20091221,9.21,741,233400,7650284
"Agua e Saneamento",20091222,9.26,632,187400,6181653
"Agua e Saneamento",20091223,9.27,914,334600,11033168
"Agua e Saneamento",20091228,9.25,563,124300,4077806
"Agua e Saneamento",20091229,9.34,453,137000,4559548
"Agua e Saneamento",20091230,9.48,745,364800,12428393
"Agua e Saneamento",20100104,9.55,888,356600,12117960
"Agua e Saneamento",20100105,9.58,915,275400,9376571
"Agua e Saneamento",20100106,9.49,668,373600,12648455
"Agua e Saneamento",20100107,9.40,1051,329000,11003578
"Agua e Saneamento",20100108,9.50,1574,624100,21039116
"Agua e Saneamento",20100111,9.62,984,367500,12570211
"Agua e Saneamento",20100112,9.42,1439,332000,11110810
"Agua e Saneamento",20100113,9.47,1695,637300,21433685
"Agua e Saneamento",20100114,9.49,812,211900,7158019
"Agua e Saneamento",20100115,9.40,969,344900,11533350
"Agua e Saneamento",20100118,9.33,543,152700,5044018
"Agua e Saneamento",20100119,9.18,1017,268900,8779694
"Agua e Saneamento",20100120,8.94,1663,574100,18257075
"Agua e Saneamento",20100121,8.78,1458,462500,14439914
"Agua e Saneamento",20100122,8.61,1565,624900,19128777
"Agua e Saneamento",20100126,8.58,975,488100,14886009
"Agua e Saneamento",20100127,8.55,916,356600,10841632
"Agua e Saneamento",20100128,8.65,1787,456600,14062047
"Agua e Saneamento",20100129,8.94,1837,544700,17320251
"Agua e Saneamento",20100201,8.99,868,304700,9744801
"Agua e Saneamento",20100202,9.05,787,240100,7729046
"Agua e Saneamento",20100203,8.99,717,183900,5882755
"Agua e Saneamento",20100204,8.73,1250,387800,12005552
"Agua e Saneamento",20100205,8.60,1032,269300,8226859
"Agua e Saneamento",20100208,8.61,998,262700,8055640
"Agua e Saneamento",20100209,8.76,1197,391600,12232072
"Agua e Saneamento",20100210,8.82,845,171700,5372633
"Agua e Saneamento",20100211,8.85,1099,256500,8112721
"Agua e Saneamento",20100212,8.77,1363,335400,10458182
"Agua e Saneamento",20100217,9.01,1330,295000,9456342
"Agua e Saneamento",20100218,9.00,776,241700,7739089
"Agua e Saneamento",20100219,9.08,797,188400,6082435
"Agua e Saneamento",20100222,9.04,950,306900,9886163
"Agua e Saneamento",20100223,8.85,1032,290300,9137175
"Agua e Saneamento",20100224,8.68,1029,399200,12342017
"Agua e Saneamento",20100225,8.59,1253,357200,10931709
"Agua e Saneamento",20100226,8.59,1073,298200,9093083
"Agua e Saneamento",20100301,8.75,813,251400,7783018
"Agua e Saneamento",20100302,8.76,997,305100,9462260
"Agua e Saneamento",20100303,8.84,1338,419000,13122239
"Agua e Saneamento",20100304,8.70,725,197500,6085051
"Agua e Saneamento",20100305,8.88,833,367900,11577239
"Agua e Saneamento",20100308,8.81,953,268700,8390744
"Agua e Saneamento",20100309,8.83,1580,393000,12301912
"Agua e Saneamento",20100310,8.93,1077,345400,10931612
"Agua e Saneamento",20100311,8.87,712,240200,7535887
"Agua e Saneamento",20100312,8.79,536,178600,5541966
"Agua e Saneamento",20100315,8.76,793,231800,7194863
"Agua e Saneamento",20100316,8.87,481,99900,3136958
"Agua e Saneamento",20100317,8.88,1103,263100,8262700
"Agua e Saneamento",20100318,8.88,1257,262200,8271453
"Agua e Saneamento",20100319,8.86,867,207800,6521294
"Agua e Saneamento",20100322,8.86,583,177000,5563175
"Agua e Saneamento",20100323,8.83,595,111200,3475582
"Agua e Saneamento",20100324,8.79,1082,209900,6534492
"Agua e Saneamento",20100325,8.74,847,147900,4569661
"Agua e Saneamento",20100326,8.61,1123,424000,12950576
"Agua e Saneamento",20100329,8.92,1423,611800,19318212
"Agua e Saneamento",20100330,8.90,988,342800,10799117
"Agua e Saneamento",20100331,9.01,1218,360800,11468105
"Agua e Saneamento",20100401,9.37,1920,409600,13605727
"Agua e Saneamento",20100405,9.55,1206,233100,7874343
"Agua e Saneamento",20100406,9.46,919,297700,9985913
"Agua e Saneamento",20100407,9.45,1227,483000,16183094
"Agua e Saneamento",20100408,9.72,1663,594600,20517422
"Agua e Saneamento",20100409,9.84,614,274600,9570922
"Agua e Saneamento",20100412,9.64,974,306200,10441835
"Agua e Saneamento",20100413,9.66,1089,406000,13876092
"Agua e Saneamento",20100414,9.84,838,281000,9810403
"Agua e Saneamento",20100415,9.79,852,273800,9504065
"Agua e Saneamento",20100416,9.66,486,230500,7903686
"Agua e Saneamento",20100419,9.65,598,169900,5819783
"Agua e Saneamento",20100420,9.72,579,214300,7368727
"Agua e Saneamento",20100422,9.69,1262,346900,11878346
"Agua e Saneamento",20100423,9.63,988,272500,9292182
"Agua e Saneamento",20100426,9.61,958,303300,10322028
"Agua e Saneamento",20100427,9.71,1835,658900,22627688
"Agua e Saneamento",20100428,9.60,1119,310800,10534882
"Agua e Saneamento",20100429,9.57,1091,303200,10248435
"Agua e Saneamento",20100430,9.49,1221,378200,12695363
"Agua e Saneamento",20100503,9.90,1612,550500,19240722
"Agua e Saneamento",20100504,9.70,1987,519600,17815320
"Agua e Saneamento",20100505,9.62,1549,335400,11382931
"Agua e Saneamento",20100506,9.48,1872,530000,17681749
"Agua e Saneamento",20100507,9.26,2110,515100,16868784
"Agua e Saneamento",20100510,9.48,2108,452400,15151582
"Agua e Saneamento",20100511,9.54,1149,431000,14488328
"Agua e Saneamento",20100512,9.53,928,342000,11538411
"Agua e Saneamento",20100513,9.62,1053,312000,10611360
"Agua e Saneamento",20100514,9.59,1832,539600,18303781
"Agua e Saneamento",20100517,9.57,1052,479200,16205043
"Agua e Saneamento",20100518,9.54,2918,1057400,35533009
"Agua e Saneamento",20100519,9.31,1287,520300,17118046
"Agua e Saneamento",20100520,9.22,1570,622800,20345577
"Agua e Saneamento",20100521,9.48,1892,807300,27053131
"Agua e Saneamento",20100524,9.40,1938,475300,15801621
"Agua e Saneamento",20100525,9.17,1409,404200,13116966
"Agua e Saneamento",20100526,9.32,2060,777800,25653782
"Agua e Saneamento",20100527,9.45,1252,327300,10941934
"Agua e Saneamento",20100528,9.58,1076,375500,12770418
"Agua e Saneamento",20100531,9.70,778,200500,6924248
"Agua e Saneamento",20100601,9.61,1250,310200,10551990
"Agua e Saneamento",20100602,9.65,723,333600,11468710
"Agua e Saneamento",20100604,9.84,1195,354700,12363713
"Agua e Saneamento",20100607,9.84,740,221700,7749766
"Agua e Saneamento",20100608,9.77,1098,382400,13238503
"Agua e Saneamento",20100609,9.85,487,144800,5044247
"Agua e Saneamento",20100610,9.77,708,332400,11505377
"Agua e Saneamento",20100611,9.84,477,154900,5396695
"Agua e Saneamento",20100614,9.82,928,173300,6023073
"Agua e Saneamento",20100615,9.71,1064,208000,7148014
"Agua e Saneamento",20100616,9.68,1153,316600,10864397
"Agua e Saneamento",20100617,9.66,1209,391600,13452057
"Agua e Saneamento",20100618,9.73,1142,317400,10915578
"Agua e Saneamento",20100621,9.69,1083,362400,12415652
"Agua e Saneamento",20100622,9.76,1030,286800,9925421
"Agua e Saneamento",20100623,10.23,3585,1278100,46264485
"Agua e Saneamento",20100624,10.07,1687,816400,29123163
"Agua e Saneamento",20100625,10.11,1035,340600,12187160
"Agua e Saneamento",20100628,10.30,785,478800,17465121
"Agua e Saneamento",20100629,10.58,2048,946800,35565769
"Agua e Saneamento",20100630,10.58,437,137400,5141306
"Agua e Saneamento",20100701,10.20,1611,819700,29559334
"Agua e Saneamento",20100702,10.15,815,206100,7393722
"Agua e Saneamento",20100705,10.07,238,73300,2602212
"Agua e Saneamento",20100706,10.00,1596,558300,19723698
"Agua e Saneamento",20100707,9.97,1175,407900,14346913
"Agua e Saneamento",20100708,9.87,903,631600,22048059
"Agua e Saneamento",20100712,9.77,807,215300,7445258
"Agua e Saneamento",20100713,9.75,568,208500,7194504
"Agua e Saneamento",20100714,9.71,1426,435500,14944722
"Agua e Saneamento",20100715,9.62,1044,402700,13713419
"Agua e Saneamento",20100716,9.60,655,248100,8451548
"Agua e Saneamento",20100719,9.46,1033,487400,16293450
"Agua e Saneamento",20100720,9.63,1716,439200,14973711
"Agua e Saneamento",20100721,9.69,1220,365100,12541727
"Agua e Saneamento",20100722,9.78,1125,398000,13760556
"Agua e Saneamento",20100723,9.81,1264,297400,10315577
"Agua e Saneamento",20100726,9.86,878,183300,6404618
"Agua e Saneamento",20100727,9.92,1341,265200,9326656
"Agua e Saneamento",20100728,9.88,919,182300,6373125
"Agua e Saneamento",20100729,9.84,750,213300,7430134
"Agua e Saneamento",20100730,9.83,1174,417000,14492356
"Agua e Saneamento",20100802,10.03,817,156700,5559141
"Agua e Saneamento",20100803,10.03,574,195000,6921022
"Agua e Saneamento",20100804,9.96,409,223900,7926917
"Agua e Saneamento",20100805,9.98,364,127300,4497208
"Agua e Saneamento",20100806,9.97,438,135300,4785065
"Agua e Saneamento",20100809,10.03,692,164200,5827024
"Agua e Saneamento",20100810,9.80,814,203100,7049696
"Agua e Saneamento",20100811,9.62,911,206900,7038001
"Agua e Saneamento",20100812,9.72,921,232000,8000203
"Agua e Saneamento",20100813,9.89,483,175300,6142454
"Agua e Saneamento",20100816,9.87,811,194800,6805783
"Agua e Saneamento",20100817,9.94,742,174200,6140510
"Agua e Saneamento",20100818,10.01,1150,221200,7834055
"Agua e Saneamento",20100819,10.01,820,183400,6495641
"Agua e Saneamento",20100820,9.93,455,120400,4231106
"Agua e Saneamento",20100823,9.91,1204,706000,24761751
"Agua e Saneamento",20100824,9.80,818,216100,7506954
"Agua e Saneamento",20100825,9.59,979,227100,7714759
"Agua e Saneamento",20100826,9.63,1037,226500,7719274
"Agua e Saneamento",20100827,9.84,962,259400,9041249
"Agua e Saneamento",20100830,9.70,672,162100,5570262
"Agua e Saneamento",20100831,9.53,1799,470200,15797259
"Agua e Saneamento",20100901,9.69,1183,267300,9171244
"Agua e Saneamento",20100902,9.67,584,184100,6295603
"Agua e Saneamento",20100903,9.68,724,188800,6476807
"Agua e Saneamento",20100906,9.67,98,20900,721850
"Agua e Saneamento",20100908,9.58,978,204500,6936865
"Agua e Saneamento",20100909,9.61,950,236500,8051238
"Agua e Saneamento",20100910,9.86,699,200500,7000791
"Agua e Saneamento",20100913,10.09,899,161400,5757934
"Agua e Saneamento",20100914,10.09,839,174600,6227162
"Agua e Saneamento",20100915,10.12,910,212900,7633797
"Agua e Saneamento",20100916,10.06,534,158600,5645364
"Agua e Saneamento",20100917,9.91,763,267600,9375854
"Agua e Saneamento",20100920,9.97,822,184000,6508180
"Agua e Saneamento",20100921,9.88,753,211600,7423435
"Agua e Saneamento",20100922,10.09,1406,255400,9117478
"Agua e Saneamento",20100923,10.16,1859,312700,11241904
"Agua e Saneamento",20100924,10.14,1098,297900,10689763
"Agua e Saneamento",20100927,10.27,489,142100,5180729
"Agua e Saneamento",20100928,10.26,1333,272800,9898149
"Agua e Saneamento",20100929,10.30,1084,299900,11025818
"Agua e Saneamento",20100930,10.49,872,316000,11765758
"Agua e Saneamento",20101001,10.64,983,210300,7933414
"Agua e Saneamento",20101004,10.58,481,147900,5555088
"Agua e Saneamento",20101005,10.74,1766,457800,17398467
"Agua e Saneamento",20101006,10.86,1123,278000,10746867
"Agua e Saneamento",20101007,10.90,827,232100,8952115
"Agua e Saneamento",20101008,11.11,796,176100,6947664
"Agua e Saneamento",20101011,11.13,621,137000,5399447
"Agua e Saneamento",20101013,11.56,2832,543200,22170396
"Agua e Saneamento",20101014,11.53,1397,420900,17178271
"Agua e Saneamento",20101015,11.50,931,314900,12864355
"Agua e Saneamento",20101018,11.74,1381,429400,17820912
"Agua e Saneamento",20101019,11.25,1162,350400,13989148
"Agua e Saneamento",20101020,11.14,1032,281700,11102078
"Agua e Saneamento",20101021,10.86,1235,258800,9926397
"Agua e Saneamento",20101022,10.69,945,204600,7745102
"Agua e Saneamento",20101025,10.85,790,154500,5930687
"Agua e Saneamento",20101026,11.01,761,333400,12993223
"Agua e Saneamento",20101027,11.12,595,119400,4702580
"Agua e Saneamento",20101028,11.20,496,123900,4902376
"Agua e Saneamento",20101029,10.95,1353,503300,19344678
"Agua e Saneamento",20101101,11.06,734,180100,7062785
"Agua e Saneamento",20101103,11.19,736,131200,5193072
"Agua e Saneamento",20101104,11.56,758,152000,6216830
"Agua e Saneamento",20101105,11.51,931,278000,11335177
"Agua e Saneamento",20101108,11.54,379,101200,4125679
"Agua e Saneamento",20101109,11.51,354,137100,5618866
"Agua e Saneamento",20101110,11.52,564,126000,5148726
"Agua e Saneamento",20101111,11.31,639,115600,4618303
"Agua e Saneamento",20101112,11.31,477,85500,3431099
"Agua e Saneamento",20101116,11.22,1372,299400,11917219
"Agua e Saneamento",20101117,11.38,394,74100,2987238
"Agua e Saneamento",20101118,11.62,705,273000,11225933
"Agua e Saneamento",20101119,11.60,634,177700,7324248
"Agua e Saneamento",20101122,11.59,613,139800,5735290
"Agua e Saneamento",20101123,11.54,892,198800,8108916
"Agua e Saneamento",20101124,11.71,1153,299100,12423130
"Agua e Saneamento",20101125,11.97,613,120100,5087775
"Agua e Saneamento",20101126,11.74,1122,385600,16083163
"Agua e Saneamento",20101129,11.36,1745,497900,19996062
"Agua e Saneamento",20101130,11.09,2644,880200,34243355
"Agua e Saneamento",20101201,11.29,1299,347800,13839455
"Agua e Saneamento",20101202,11.41,914,202800,8177582
"Agua e Saneamento",20101203,11.52,743,136600,5560005
"Agua e Saneamento",20101206,11.68,767,180400,7464107
"Agua e Saneamento",20101207,11.75,410,93000,3864925
"Agua e Saneamento",20101208,11.71,749,183700,7608172
"Agua e Saneamento",20101209,11.70,939,178600,7393451
"Agua e Saneamento",20101210,11.86,1347,352300,14799091
"Agua e Saneamento",20101213,12.05,889,182400,7789839
"Agua e Saneamento",20101214,12.03,832,179800,7660898
"Agua e Saneamento",20101215,12.17,1508,240900,10400370
"Agua e Saneamento",20101216,12.10,654,167500,7168294
"Agua e Saneamento",20101217,12.11,1006,221200,9504918
"Agua e Saneamento",20101220,12.27,846,144400,6305109
"Agua e Saneamento",20101221,12.46,1110,214800,9480860
"Agua e Saneamento",20101222,12.31,713,167600,7312765
"Agua e Saneamento",20101223,12.45,598,154300,6812746
"Agua e Saneamento",20101227,12.45,1027,306500,13523028
"Agua e Saneamento",20101228,12.65,874,235100,10028545
"Agua e Saneamento",20101229,12.73,960,209900,9030550
"Agua e Saneamento",20101230,12.74,748,368200,15740357
"Agua e Saneamento",20110103,13.05,1518,411600,18160209
"Agua e Saneamento",20110104,12.92,1435,452700,19753074
"Agua e Saneamento",20110105,13.01,1478,506800,22375103
"Agua e Saneamento",20110106,12.97,1334,346000,15151870
"Agua e Saneamento",20110107,13.06,741,174800,7707495
"Agua e Saneamento",20110110,13.16,941,173400,7719294
"Agua e Saneamento",20110111,13.19,1296,349300,15564551
"Agua e Saneamento",20110112,13.28,1773,727700,32694824
"Agua e Saneamento",20110113,13.36,943,233500,10537707
"Agua e Saneamento",20110114,13.45,820,173700,7892707
"Agua e Saneamento",20110117,13.37,488,89800,4058759
"Agua e Saneamento",20110118,13.13,1742,476600,21105056
"Agua e Saneamento",20110119,12.94,949,239600,10488941
"Agua e Saneamento",20110120,12.63,1778,770800,32864801
"Agua e Saneamento",20110121,12.19,2067,545300,22484539
"Agua e Saneamento",20110124,12.16,1003,303200,12497334
"Agua e Saneamento",20110126,12.32,1606,327700,13652883
"Agua e Saneamento",20110127,12.38,1041,175300,7329085
"Agua e Saneamento",20110128,12.22,1771,483900,19922655
"Agua e Saneamento",20110131,12.04,848,192800,7831192
"Agua e Saneamento",20110201,12.30,976,218300,9071627
"Agua e Saneamento",20110202,12.23,1125,269500,11126929
"Agua e Saneamento",20110203,12.02,632,142200,5787408
"Agua e Saneamento",20110204,11.95,1117,301800,12169806
"Agua e Saneamento",20110207,12.11,609,237300,9663692
"Agua e Saneamento",20110208,12.25,934,215000,8880722
"Agua e Saneamento",20110209,12.01,1524,352300,14290421
"Agua e Saneamento",20110210,11.96,959,223800,9039498
"Agua e Saneamento",20110211,12.02,766,138100,5604824
"Agua e Saneamento",20110214,12.24,952,222600,9236140
"Agua e Saneamento",20110215,12.65,1351,254500,10885451
"Agua e Saneamento",20110216,12.56,1419,256800,10876799
"Agua e Saneamento",20110217,12.62,950,244800,10422112
"Agua e Saneamento",20110218,12.47,1134,279500,11778570
"Agua e Saneamento",20110221,12.45,258,41100,1729505
"Agua e Saneamento",20110222,12.40,961,232500,9746817
"Agua e Saneamento",20110223,12.46,1182,227000,9559611
"Agua e Saneamento",20110224,12.32,957,189200,7874861
"Agua e Saneamento",20110225,12.35,620,175900,7329503
"Agua e Saneamento",20110228,12.25,1374,344900,14193050
"Agua e Saneamento",20110301,12.16,1142,238100,9778373
"Agua e Saneamento",20110302,12.23,945,230500,9544535
"Agua e Saneamento",20110303,12.37,1024,323500,13513449
"Agua e Saneamento",20110304,12.40,1009,307700,12893069
"Agua e Saneamento",20110309,12.56,1163,404900,17183591
"Agua e Saneamento",20110310,12.34,840,257800,10768910
"Agua e Saneamento",20110311,12.58,1007,179300,7627346
"Agua e Saneamento",20110314,13.00,1223,256900,11266579
"Agua e Saneamento",20110315,13.00,1108,203300,8927285
"Agua e Saneamento",20110316,12.81,1003,200400,8654973
"Agua e Saneamento",20110317,12.76,1189,245200,10566142
"Agua e Saneamento",20110318,12.97,1333,421100,18436449
"Agua e Saneamento",20110321,13.09,849,173200,7660154
"Agua e Saneamento",20110322,13.32,1121,223200,10039610
"Agua e Saneamento",20110323,13.25,940,238300,10663937
"Agua e Saneamento",20110324,13.20,1149,226600,10104363
"Agua e Saneamento",20110325,13.35,1049,252500,11365109
"Agua e Saneamento",20110328,13.25,1076,270800,12103618
"Agua e Saneamento",20110329,13.38,956,168500,7630392
"Agua e Saneamento",20110330,13.59,754,193600,8887148
"Agua e Saneamento",20110331,13.86,1543,497800,23379917
"Agua e Saneamento",20110401,13.96,2377,483900,22826122
"Agua e Saneamento",20110404,13.96,1058,267600,12620068
"Agua e Saneamento",20110405,13.96,1650,390000,18387830
"Agua e Saneamento",20110406,13.89,948,286400,13443659
"Agua e Saneamento",20110407,13.72,1186,370100,17157789
"Agua e Saneamento",20110408,13.64,693,135000,6224314
"Agua e Saneamento",20110411,13.66,902,232000,10697864
"Agua e Saneamento",20110412,13.42,964,170500,7736158
"Agua e Saneamento",20110413,13.61,1185,206500,9493433
"Agua e Saneamento",20110414,13.70,826,197900,9149780
"Agua e Saneamento",20110415,13.70,730,155000,7169919
"Agua e Saneamento",20110418,13.75,976,236600,11040076
"Agua e Saneamento",20110419,13.86,630,136900,6413145
"Agua e Saneamento",20110420,13.79,708,173700,8096879
"Agua e Saneamento",20110425,13.85,659,114100,5334269
"Agua e Saneamento",20110426,13.81,814,146000,6818843
"Agua e Saneamento",20110427,13.62,1386,319300,14684372
"Agua e Saneamento",20110428,13.63,1384,269800,12415038
"Agua e Saneamento",20110429,13.49,1802,636500,29001781
"Agua e Saneamento",20110502,13.53,951,186200,8514617
"Agua e Saneamento",20110503,13.54,694,156000,7150419
"Agua e Saneamento",20110504,13.71,775,142100,6570717
"Agua e Saneamento",20110505,13.86,984,330900,15508908
