"segmento","hora","media","negocios","quantidade_papeis","volume_financeiro"
"Servicos Educacionais",20091111,7.42,40,4800,115360
"Servicos Educacionais",20091112,7.74,18,3000,76127
"Servicos Educacionais",20091116,7.83,28,12300,317777
"Servicos Educacionais",20091117,7.69,13,1600,39965
"Servicos Educacionais",20091118,7.62,29,4000,99225
"Servicos Educacionais",20091123,7.26,101,46900,1100999
"Servicos Educacionais",20091124,7.16,15,12300,286670
"Servicos Educacionais",20091125,7.18,6,12300,286720
"Servicos Educacionais",20091126,7.11,24,47500,1106765
"Servicos Educacionais",20091127,7.10,3,20100,463128
"Servicos Educacionais",20091130,7.25,67,22400,527779
"Servicos Educacionais",20091201,7.33,20,7000,167490
"Servicos Educacionais",20091202,7.46,9,123700,2970920
"Servicos Educacionais",20091203,7.42,14,62900,1513110
"Servicos Educacionais",20091204,7.38,40,7400,177579
"Servicos Educacionais",20091207,7.37,28,9100,218206
"Servicos Educacionais",20091208,7.14,32,27400,636584
"Servicos Educacionais",20091209,7.36,27,51400,1219258
"Servicos Educacionais",20091210,7.21,8,9100,213766
"Servicos Educacionais",20091211,7.10,29,7600,175576
"Servicos Educacionais",20091214,7.16,12,2300,54114
"Servicos Educacionais",20091215,7.02,94,27500,626925
"Servicos Educacionais",20091216,6.94,111,36100,814408
"Servicos Educacionais",20091217,7.07,189,52700,1203113
"Servicos Educacionais",20091218,6.84,339,152100,3369248
"Servicos Educacionais",20091221,6.81,344,108000,2404624
"Servicos Educacionais",20091222,6.80,193,75900,1666022
"Servicos Educacionais",20091223,7.01,17,4600,105228
"Servicos Educacionais",20091228,7.07,87,34500,791225
"Servicos Educacionais",20091229,7.25,23,24200,568007
"Servicos Educacionais",20091230,7.52,42,44300,1070820
"Servicos Educacionais",20100104,7.52,40,39400,961399
"Servicos Educacionais",20100105,7.47,49,15100,368710
"Servicos Educacionais",20100106,7.55,127,16300,401707
"Servicos Educacionais",20100107,7.55,32,12800,314299
"Servicos Educacionais",20100108,7.38,30,11000,266975
"Servicos Educacionais",20100111,7.54,5,51600,1263885
"Servicos Educacionais",20100112,7.31,49,25000,590528
"Servicos Educacionais",20100113,7.27,68,17700,416399
"Servicos Educacionais",20100114,7.01,18,18400,420187
"Servicos Educacionais",20100115,7.02,62,44800,1023435
"Servicos Educacionais",20100118,7.10,3,1100,25330
"Servicos Educacionais",20100119,7.02,84,70500,1607615
"Servicos Educacionais",20100120,6.87,4,261000,5857475
"Servicos Educacionais",20100121,6.58,74,72200,1547160
"Servicos Educacionais",20100122,6.51,33,42200,896672
"Servicos Educacionais",20100126,6.46,62,55200,1158628
"Servicos Educacionais",20100127,6.47,52,47900,1003887
"Servicos Educacionais",20100128,6.48,99,53600,1119207
"Servicos Educacionais",20100129,6.64,109,59100,1275365
"Servicos Educacionais",20100201,6.96,37,9600,220453
"Servicos Educacionais",20100202,7.01,36,32100,736257
"Servicos Educacionais",20100203,7.00,26,7200,164569
"Servicos Educacionais",20100204,6.64,70,99200,2170670
"Servicos Educacionais",20100205,6.43,34,410700,8569563
"Servicos Educacionais",20100208,6.41,52,59500,1237768
"Servicos Educacionais",20100209,6.39,80,316200,6632520
"Servicos Educacionais",20100210,6.50,34,10200,215244
"Servicos Educacionais",20100211,6.54,30,9400,200221
"Servicos Educacionais",20100212,6.49,30,7600,161572
"Servicos Educacionais",20100217,6.60,22,113000,2429465
"Servicos Educacionais",20100218,6.74,30,6100,133444
"Servicos Educacionais",20100219,6.74,33,9700,213120
"Servicos Educacionais",20100222,6.80,22,55600,1227934
"Servicos Educacionais",20100223,6.77,23,3900,85943
"Servicos Educacionais",20100224,6.79,30,4300,95090
"Servicos Educacionais",20100225,6.85,47,13300,295232
"Servicos Educacionais",20100226,6.85,92,104700,2321303
"Servicos Educacionais",20100301,6.81,69,70600,1587682
"Servicos Educacionais",20100302,6.80,63,12100,265595
"Servicos Educacionais",20100303,6.57,79,21100,450083
"Servicos Educacionais",20100304,6.49,22,3100,66090
"Servicos Educacionais",20100305,6.59,34,63800,1371186
"Servicos Educacionais",20100308,6.60,65,114100,2453194
"Servicos Educacionais",20100309,6.45,76,725100,15228447
"Servicos Educacionais",20100310,6.44,125,81600,1714419
"Servicos Educacionais",20100311,6.49,31,29400,627118
"Servicos Educacionais",20100312,6.32,41,97700,2009390
"Servicos Educacionais",20100315,6.39,11,19000,394148
"Servicos Educacionais",20100316,6.38,20,11200,231755
"Servicos Educacionais",20100317,6.49,54,923300,19390112
"Servicos Educacionais",20100318,6.74,39,18800,410518
"Servicos Educacionais",20100319,6.83,16,13600,310435
"Servicos Educacionais",20100322,6.96,13,3200,72216
"Servicos Educacionais",20100323,6.90,3,1100,24710
"Servicos Educacionais",20100324,6.91,17,12900,289003
"Servicos Educacionais",20100325,6.94,74,52400,1178353
"Servicos Educacionais",20100326,6.87,23,63900,1436804
"Servicos Educacionais",20100329,6.75,6,9200,201824
"Servicos Educacionais",20100330,6.52,34,20900,445629
"Servicos Educacionais",20100331,6.58,14,9900,211920
"Servicos Educacionais",20100401,6.55,8,76400,1627338
"Servicos Educacionais",20100405,6.53,6,14000,298120
"Servicos Educacionais",20100406,6.54,26,30100,639238
"Servicos Educacionais",20100407,6.63,1,13100,282960
"Servicos Educacionais",20100408,6.63,5,4300,92794
"Servicos Educacionais",20100409,6.58,4,10800,232323
"Servicos Educacionais",20100412,6.45,57,59100,1240248
"Servicos Educacionais",20100413,6.42,12,70500,1478743
"Servicos Educacionais",20100414,6.45,1,200,4200
"Servicos Educacionais",20100415,6.48,20,37000,777630
"Servicos Educacionais",20100416,6.45,3,3200,67200
"Servicos Educacionais",20100419,6.60,1,100,2150
"Servicos Educacionais",20100420,6.65,8,2800,60263
"Servicos Educacionais",20100422,6.75,29,18100,392503
"Servicos Educacionais",20100423,6.73,8,1700,36554
"Servicos Educacionais",20100426,6.61,9,58800,1234918
"Servicos Educacionais",20100427,6.45,25,8800,181397
"Servicos Educacionais",20100428,6.48,6,1900,38735
"Servicos Educacionais",20100429,6.33,25,39600,801524
"Servicos Educacionais",20100430,6.27,5,6100,122000
"Servicos Educacionais",20100503,6.15,40,16200,314607
"Servicos Educacionais",20100504,5.73,92,34200,626578
"Servicos Educacionais",20100505,5.87,58,107800,2021465
"Servicos Educacionais",20100506,5.88,27,17000,319592
"Servicos Educacionais",20100507,5.83,7,13300,246192
"Servicos Educacionais",20100510,5.85,9,1400,26249
"Servicos Educacionais",20100511,5.81,24,59100,1094326
"Servicos Educacionais",20100512,5.80,20,51800,958357
"Servicos Educacionais",20100513,5.80,19,8400,155404
"Servicos Educacionais",20100514,5.75,37,15700,287763
"Servicos Educacionais",20100517,5.78,20,27300,517490
"Servicos Educacionais",20100518,5.92,36,18900,358841
"Servicos Educacionais",20100519,5.91,16,3500,66155
"Servicos Educacionais",20100520,5.71,18,10400,191054
"Servicos Educacionais",20100521,5.95,51,154600,2937696
"Servicos Educacionais",20100524,5.88,69,199600,3748885
"Servicos Educacionais",20100525,5.94,71,123300,2319292
"Servicos Educacionais",20100526,6.07,155,232100,4501521
"Servicos Educacionais",20100527,6.10,15,4700,91415
"Servicos Educacionais",20100528,6.03,25,116600,2261244
"Servicos Educacionais",20100531,6.07,13,6100,118052
"Servicos Educacionais",20100601,6.01,12,1800,34535
"Servicos Educacionais",20100602,6.12,64,254300,4934201
"Servicos Educacionais",20100604,6.22,21,254300,4939915
"Servicos Educacionais",20100607,6.43,18,7600,156919
"Servicos Educacionais",20100608,6.33,10,1500,30272
"Servicos Educacionais",20100609,6.30,7,4800,97624
"Servicos Educacionais",20100610,6.38,17,31500,638041
"Servicos Educacionais",20100611,6.38,14,12600,256220
"Servicos Educacionais",20100614,6.42,10,33000,677575
"Servicos Educacionais",20100615,6.42,17,210600,4338460
"Servicos Educacionais",20100616,6.42,3,2100,43062
"Servicos Educacionais",20100617,6.34,62,20900,424705
"Servicos Educacionais",20100618,6.36,52,186400,3731775
"Servicos Educacionais",20100621,6.25,16,74100,1481718
"Servicos Educacionais",20100622,6.31,8,2700,54172
"Servicos Educacionais",20100623,6.15,24,193000,3763050
"Servicos Educacionais",20100624,6.02,50,21400,411825
"Servicos Educacionais",20100625,6.10,11,1100,21490
"Servicos Educacionais",20100628,6.11,47,63800,1228374
"Servicos Educacionais",20100629,5.99,23,80600,1532183
"Servicos Educacionais",20100630,6.18,28,14600,282625
"Servicos Educacionais",20100701,6.36,14,50700,1037712
"Servicos Educacionais",20100705,6.44,3,5400,111200
"Servicos Educacionais",20100706,6.44,8,8500,175098
"Servicos Educacionais",20100707,6.41,15,7400,151702
"Servicos Educacionais",20100708,6.48,5,4500,93365
"Servicos Educacionais",20100712,6.42,1,15000,307500
"Servicos Educacionais",20100713,6.41,4,29500,590149
"Servicos Educacionais",20100715,6.38,8,16800,342570
"Servicos Educacionais",20100716,6.33,11,207400,4199410
"Servicos Educacionais",20100719,6.46,13,262400,5315470
"Servicos Educacionais",20100720,6.44,6,25700,527047
"Servicos Educacionais",20100721,6.49,1,3800,78850
"Servicos Educacionais",20100722,6.70,62,356900,7636396
"Servicos Educacionais",20100723,6.54,35,22000,460294
"Servicos Educacionais",20100726,6.42,59,35800,733781
"Servicos Educacionais",20100727,6.33,10,5100,103018
"Servicos Educacionais",20100728,6.43,38,28800,591408
"Servicos Educacionais",20100729,6.53,31,5800,120871
"Servicos Educacionais",20100730,6.55,38,10700,223765
"Servicos Educacionais",20100802,6.44,64,10800,221492
"Servicos Educacionais",20100803,6.36,3,400,8116
"Servicos Educacionais",20100804,6.44,26,8200,168790
"Servicos Educacionais",20100805,6.49,56,11600,238932
"Servicos Educacionais",20100806,6.71,22,4500,96528
"Servicos Educacionais",20100809,6.78,10,7500,161919
"Servicos Educacionais",20100810,6.81,33,24700,538111
"Servicos Educacionais",20100811,6.19,49,12000,238360
"Servicos Educacionais",20100812,6.27,27,20000,398532
"Servicos Educacionais",20100813,6.28,20,14200,284183
"Servicos Educacionais",20100816,6.24,12,6400,127490
"Servicos Educacionais",20100817,6.21,64,35300,699103
"Servicos Educacionais",20100818,6.22,153,37000,733074
"Servicos Educacionais",20100819,6.19,34,29400,580801
"Servicos Educacionais",20100820,6.24,45,8100,161133
"Servicos Educacionais",20100823,6.22,74,19100,378526
"Servicos Educacionais",20100824,6.12,55,14000,274071
"Servicos Educacionais",20100825,6.07,75,23700,460535
"Servicos Educacionais",20100826,6.07,48,20200,391965
"Servicos Educacionais",20100827,6.06,148,44100,853565
"Servicos Educacionais",20100830,6.02,18,12400,238162
"Servicos Educacionais",20100831,5.88,172,91400,1718623
"Servicos Educacionais",20100901,5.90,25,6000,112785
"Servicos Educacionais",20100902,5.83,62,11300,210066
"Servicos Educacionais",20100903,5.65,120,34300,618038
"Servicos Educacionais",20100906,5.68,20,31900,574457
"Servicos Educacionais",20100908,5.58,84,69700,1241639
"Servicos Educacionais",20100909,5.48,501,254400,4443704
"Servicos Educacionais",20100910,5.56,204,1302300,22948008
"Servicos Educacionais",20100913,5.72,209,65800,1203972
"Servicos Educacionais",20100914,5.99,473,340800,6534786
"Servicos Educacionais",20100915,6.11,136,266400,5215002
"Servicos Educacionais",20100916,6.17,141,238800,4706402
"Servicos Educacionais",20100917,6.20,702,360900,7191880
"Servicos Educacionais",20100920,6.22,306,48300,959110
"Servicos Educacionais",20100921,6.04,193,101500,1959551
"Servicos Educacionais",20100922,5.97,88,20600,392530
"Servicos Educacionais",20100923,5.90,29,18000,340018
"Servicos Educacionais",20100924,5.87,194,75900,1428261
"Servicos Educacionais",20100927,5.70,275,315100,5704650
"Servicos Educacionais",20100928,5.77,182,161700,2971124
"Servicos Educacionais",20100929,5.88,202,413700,7764392
"Servicos Educacionais",20100930,5.93,463,938600,17861909
"Servicos Educacionais",20101001,6.72,4679,6569900,139813651
"Servicos Educacionais",20101004,6.72,1900,2492500,53310117
"Servicos Educacionais",20101005,6.97,1166,954100,21170901
"Servicos Educacionais",20101006,7.07,522,470100,10588996
"Servicos Educacionais",20101007,7.12,478,830700,18935927
"Servicos Educacionais",20101008,7.31,499,815400,19015475
"Servicos Educacionais",20101011,7.30,79,350300,8224062
"Servicos Educacionais",20101013,7.30,185,293300,6829929
"Servicos Educacionais",20101014,7.36,226,588500,13829763
"Servicos Educacionais",20101015,7.36,178,146200,3434924
"Servicos Educacionais",20101018,7.38,145,481800,11367691
"Servicos Educacionais",20101019,7.44,167,637700,15122366
"Servicos Educacionais",20101020,7.56,239,253700,6115863
"Servicos Educacionais",20101021,7.84,483,1574900,39367012
"Servicos Educacionais",20101022,7.89,221,278500,6997559
"Servicos Educacionais",20101025,8.11,260,157300,4065334
"Servicos Educacionais",20101026,8.09,644,473800,12194373
"Servicos Educacionais",20101027,8.11,93,136700,3555545
"Servicos Educacionais",20101028,8.13,195,226100,5865394
"Servicos Educacionais",20101029,7.96,253,403100,10258113
"Servicos Educacionais",20101101,7.97,254,171300,4343256
"Servicos Educacionais",20101103,8.05,360,67900,1755327
"Servicos Educacionais",20101104,8.09,789,166700,4310711
"Servicos Educacionais",20101105,8.09,526,153200,3957839
"Servicos Educacionais",20101108,8.10,237,163100,4225221
"Servicos Educacionais",20101109,8.05,274,171900,4424799
"Servicos Educacionais",20101110,7.95,625,104600,2660234
"Servicos Educacionais",20101111,8.13,1231,411000,10692562
"Servicos Educacionais",20101112,8.16,779,651200,16943867
"Servicos Educacionais",20101116,8.38,311,182500,4881326
"Servicos Educacionais",20101117,8.29,177,167300,4445764
"Servicos Educacionais",20101118,8.35,109,259800,6945560
"Servicos Educacionais",20101119,8.25,83,39400,1052797
"Servicos Educacionais",20101122,8.43,128,61700,1660978
"Servicos Educacionais",20101123,8.33,329,428500,11420758
"Servicos Educacionais",20101124,8.44,246,275000,7407196
"Servicos Educacionais",20101125,8.39,36,21600,578277
"Servicos Educacionais",20101126,8.46,68,92800,2508360
"Servicos Educacionais",20101129,8.28,193,261900,6932399
"Servicos Educacionais",20101130,8.42,399,433900,11714127
"Servicos Educacionais",20101201,8.50,157,226200,6129771
"Servicos Educacionais",20101202,8.44,445,139100,3757076
"Servicos Educacionais",20101203,8.31,307,196300,5206716
"Servicos Educacionais",20101206,8.00,289,229000,5868196
"Servicos Educacionais",20101207,8.14,266,179100,4651368
"Servicos Educacionais",20101208,7.90,474,180200,4544056
"Servicos Educacionais",20101209,7.79,284,244900,6092636
"Servicos Educacionais",20101210,7.86,236,198300,4980334
"Servicos Educacionais",20101213,7.92,404,290900,7362014
"Servicos Educacionais",20101214,7.88,336,269900,6809116
"Servicos Educacionais",20101215,7.99,765,266000,6783819
"Servicos Educacionais",20101216,7.92,750,251000,6347060
"Servicos Educacionais",20101217,8.05,467,308100,7974796
"Servicos Educacionais",20101220,8.31,140,51800,1370115
"Servicos Educacionais",20101221,8.23,89,55900,1469194
"Servicos Educacionais",20101222,8.13,699,262600,6815280
"Servicos Educacionais",20101223,8.28,365,88400,2341278
"Servicos Educacionais",20101227,8.32,190,72800,1936537
"Servicos Educacionais",20101228,8.33,72,31900,847630
"Servicos Educacionais",20101229,8.32,158,39800,1057413
"Servicos Educacionais",20101230,8.32,118,254700,6791324
"Servicos Educacionais",20110103,8.31,710,278100,7400702
"Servicos Educacionais",20110104,8.30,307,221100,5875942
"Servicos Educacionais",20110105,8.30,91,101700,2704444
"Servicos Educacionais",20110106,8.30,68,62100,1649271
"Servicos Educacionais",20110107,8.25,155,81000,2136486
"Servicos Educacionais",20110110,8.18,294,188700,4901341
"Servicos Educacionais",20110111,8.18,501,219600,5729338
"Servicos Educacionais",20110112,8.20,546,204900,5371996
"Servicos Educacionais",20110113,8.15,622,142600,3713458
"Servicos Educacionais",20110114,8.22,518,153300,4024969
"Servicos Educacionais",20110117,8.11,62,272900,7094840
"Servicos Educacionais",20110118,8.12,354,2454700,63815674
"Servicos Educacionais",20110119,8.17,38,132300,3442357
"Servicos Educacionais",20110120,8.09,46,98400,2539000
"Servicos Educacionais",20110121,8.04,129,275000,7023300
"Servicos Educacionais",20110124,8.07,409,518100,13228607
"Servicos Educacionais",20110126,8.03,125,747200,19254972
"Servicos Educacionais",20110127,7.95,231,356000,9034302
"Servicos Educacionais",20110128,7.81,146,172100,4303737
"Servicos Educacionais",20110131,7.53,308,325900,7820656
"Servicos Educacionais",20110201,7.52,68,85100,2056261
"Servicos Educacionais",20110202,7.46,200,385800,9196206
"Servicos Educacionais",20110203,7.41,128,206200,4899815
"Servicos Educacionais",20110204,7.32,151,303600,7067967
"Servicos Educacionais",20110207,7.15,198,782000,17904643
"Servicos Educacionais",20110208,6.96,1056,357200,7915467
"Servicos Educacionais",20110209,7.00,158,307500,6878541
"Servicos Educacionais",20110210,6.93,1020,603700,13342511
"Servicos Educacionais",20110211,6.71,348,547500,11707707
"Servicos Educacionais",20110214,7.24,371,405000,9386376
"Servicos Educacionais",20110215,7.44,30,66700,1588317
"Servicos Educacionais",20110216,7.56,149,315600,7581937
"Servicos Educacionais",20110217,7.49,160,129500,3097501
"Servicos Educacionais",20110218,7.48,301,209400,4995622
"Servicos Educacionais",20110221,7.56,42,28600,691025
"Servicos Educacionais",20110222,7.62,54,60600,1475719
"Servicos Educacionais",20110223,7.50,75,66100,1581769
"Servicos Educacionais",20110224,7.50,18,9500,227292
"Servicos Educacionais",20110225,7.46,112,111900,2678641
"Servicos Educacionais",20110228,7.56,206,264900,6411067
"Servicos Educacionais",20110301,7.73,27,109700,2699560
"Servicos Educacionais",20110302,8.18,152,191300,5001894
"Servicos Educacionais",20110303,8.28,87,136600,3608979
"Servicos Educacionais",20110304,8.22,223,51000,1340148
"Servicos Educacionais",20110309,8.54,232,80400,2202645
"Servicos Educacionais",20110310,8.50,185,122900,3330057
"Servicos Educacionais",20110311,8.49,121,138700,3752395
"Servicos Educacionais",20110314,8.49,177,207400,5628344
"Servicos Educacionais",20110315,8.31,280,292400,7773089
"Servicos Educacionais",20110316,8.29,504,156600,4154465
"Servicos Educacionais",20110317,8.24,84,59500,1560539
"Servicos Educacionais",20110318,8.17,164,182300,4744122
"Servicos Educacionais",20110321,8.11,41,116900,3022111
"Servicos Educacionais",20110322,7.87,238,174700,4404441
"Servicos Educacionais",20110323,7.78,140,59000,1469025
"Servicos Educacionais",20110324,7.77,53,33500,832426
"Servicos Educacionais",20110325,7.71,166,144400,3544674
"Servicos Educacionais",20110328,7.54,268,263500,6335002
"Servicos Educacionais",20110329,7.54,236,65800,1581556
"Servicos Educacionais",20110330,7.67,145,190800,4607199
"Servicos Educacionais",20110331,8.15,434,244600,6383001
"Servicos Educacionais",20110401,8.15,395,285000,7438977
"Servicos Educacionais",20110404,7.79,460,145200,3614854
"Servicos Educacionais",20110405,7.69,479,211900,5205606
"Servicos Educacionais",20110406,7.65,125,46200,1133132
"Servicos Educacionais",20110407,7.69,643,146300,3589279
"Servicos Educacionais",20110408,7.67,182,97000,2377094
"Servicos Educacionais",20110411,7.64,61,185900,4541510
"Servicos Educacionais",20110412,7.57,71,102800,2490207
"Servicos Educacionais",20110413,7.41,373,177100,4169084
"Servicos Educacionais",20110414,7.16,535,2039800,46174952
"Servicos Educacionais",20110415,7.30,1055,3142300,72451198
"Servicos Educacionais",20110418,7.26,536,379200,8767238
"Servicos Educacionais",20110419,7.26,637,387500,8984626
"Servicos Educacionais",20110420,7.32,605,177800,4081333
"Servicos Educacionais",20110425,7.32,162,57300,1322148
"Servicos Educacionais",20110426,7.33,56,14900,341315
"Servicos Educacionais",20110427,7.20,475,179600,4051005
"Servicos Educacionais",20110428,7.32,523,417900,9566156
"Servicos Educacionais",20110429,7.34,1231,449200,10356375
"Servicos Educacionais",20110502,7.54,420,151900,3579919
"Servicos Educacionais",20110503,7.46,81,18800,436295
"Servicos Educacionais",20110504,7.44,231,64200,1496680
"Servicos Educacionais",20110505,7.53,224,180800,4250944
"Servicos Educacionais",20110506,7.57,201,187800,4470023
"Servicos Educacionais",20110509,7.47,213,169100,3956783
"Servicos Educacionais",20110510,7.36,595,190200,4360159
"Servicos Educacionais",20110511,7.25,264,223600,5065002
"Servicos Educacionais",20110512,7.26,182,111000,2537040
"Servicos Educacionais",20110513,7.22,289,238400,5393891
"Servicos Educacionais",20110516,6.99,513,447100,9742768
"Servicos Educacionais",20110517,6.87,427,434000,9371515
"Servicos Educacionais",20110518,6.98,359,305200,6688547
"Servicos Educacionais",20110519,7.00,773,775600,17030816
"Servicos Educacionais",20110520,6.99,806,615300,13461495
"Servicos Educacionais",20110523,6.93,83,63900,1378093
"Servicos Educacionais",20110524,6.73,612,329900,6972215
"Servicos Educacionais",20110525,6.79,332,400600,8474568
"Servicos Educacionais",20110526,7.08,243,219500,4866025
"Servicos Educacionais",20110527,7.13,288,123000,2750944
"Servicos Educacionais",20110530,7.11,38,33700,749750
"Servicos Educacionais",20110531,7.31,1745,549200,12644232
"Servicos Educacionais",20110601,7.39,848,202900,4697408
"Servicos Educacionais",20110602,7.21,500,227600,5151299
"Servicos Educacionais",20110603,7.46,556,208500,4918534
"Servicos Educacionais",20110606,7.43,279,77000,1799722
"Servicos Educacionais",20110607,7.54,509,210300,4968965
"Servicos Educacionais",20110608,7.39,99,135600,3140851
"Servicos Educacionais",20110609,7.29,176,178200,4051406
"Servicos Educacionais",20110610,7.29,78,27800,637241
"Servicos Educacionais",20110613,7.15,841,207700,4656888
"Servicos Educacionais",20110614,6.92,372,335300,7306367
"Servicos Educacionais",20110615,6.79,834,327500,6981046
"Servicos Educacionais",20110616,6.86,309,267000,5714387
"Servicos Educacionais",20110617,6.61,1267,780600,15864953
"Servicos Educacionais",20110620,6.47,645,180600,3663691
"Servicos Educacionais",20110621,6.65,399,153500,3200335
"Servicos Educacionais",20110622,6.53,254,90500,1840676
"Servicos Educacionais",20110624,6.38,348,228800,4567237
"Servicos Educacionais",20110627,6.28,437,466900,9211493
"Servicos Educacionais",20110628,6.42,997,429500,8625935
"Servicos Educacionais",20110629,6.36,354,264100,5232990
"Servicos Educacionais",20110630,6.39,585,564000,11280417
"Servicos Educacionais",20110701,6.40,495,256800,5161035
"Servicos Educacionais",20110704,6.58,265,90000,1845306
"Servicos Educacionais",20110705,6.61,310,162900,3368786
"Servicos Educacionais",20110706,6.51,106,34300,698823
"Servicos Educacionais",20110707,6.55,562,188400,3884193
"Servicos Educacionais",20110708,6.49,529,108500,2208351
"Servicos Educacionais",20110711,6.37,340,82700,1643881
"Servicos Educacionais",20110712,6.34,342,301900,5990340
"Servicos Educacionais",20110713,6.46,216,81800,1649972
"Servicos Educacionais",20110714,6.48,504,155300,3148615
"Servicos Educacionais",20110715,6.46,230,54800,1109185
"Servicos Educacionais",20110718,6.41,187,121600,2434511
"Servicos Educacionais",20110719,6.35,237,105900,2098224
"Servicos Educacionais",20110720,6.27,324,274500,5365563
"Servicos Educacionais",20110721,6.22,657,199500,3864211
"Servicos Educacionais",20110722,6.11,1012,537500,10323702
"Servicos Educacionais",20110725,6.25,508,159000,3106866
"Servicos Educacionais",20110726,6.12,705,346200,6663424
"Servicos Educacionais",20110727,6.01,264,115000,2159367
"Servicos Educacionais",20110728,6.01,217,69000,1295380
"Servicos Educacionais",20110729,6.03,312,193500,3640429
"Servicos Educacionais",20110801,6.14,753,285700,5491488
"Servicos Educacionais",20110802,5.92,345,202400,3734485
"Servicos Educacionais",20110803,5.58,1020,411300,7162973
"Servicos Educacionais",20110804,5.47,369,1073700,18367987
"Servicos Educacionais",20110805,5.25,478,174700,2879187
"Servicos Educacionais",20110808,4.95,505,201700,3106058
"Servicos Educacionais",20110809,4.96,664,263100,4142409
"Servicos Educacionais",20110810,5.08,328,82000,1304641
"Servicos Educacionais",20110811,5.27,507,127800,2117880
"Servicos Educacionais",20110812,5.62,827,192200,3388122
"Servicos Educacionais",20110815,5.74,423,172200,3082557
"Servicos Educacionais",20110816,5.66,563,274300,4861970
"Servicos Educacionais",20110817,5.79,475,182000,3297799
"Servicos Educacionais",20110818,5.69,250,95600,1705605
"Servicos Educacionais",20110819,5.72,144,41100,735760
"Servicos Educacionais",20110822,5.84,280,436800,7986414
"Servicos Educacionais",20110823,5.82,317,60700,1102083
"Servicos Educacionais",20110824,5.66,390,181300,3137647
"Servicos Educacionais",20110825,5.72,462,165300,2965192
"Servicos Educacionais",20110826,5.65,585,181000,3201986
"Servicos Educacionais",20110829,5.76,484,219900,3950110
"Servicos Educacionais",20110830,5.81,138,400400,7286693
"Servicos Educacionais",20110831,5.80,231,69300,1255797
"Servicos Educacionais",20110901,5.85,1401,662300,12116977
"Servicos Educacionais",20110902,5.82,277,90200,1641337
"Servicos Educacionais",20110905,5.59,177,51200,895249
"Servicos Educacionais",20110906,5.50,294,105300,1818700
"Servicos Educacionais",20110908,5.46,846,361900,6184693
"Servicos Educacionais",20110909,5.49,432,96200,1656208
"Servicos Educacionais",20110912,5.50,522,185400,3170861
"Servicos Educacionais",20110913,5.37,392,135900,2283257
"Servicos Educacionais",20110914,5.26,403,132200,2177236
"Servicos Educacionais",20110915,5.37,594,211300,3554528
"Servicos Educacionais",20110916,5.48,364,150500,2589190
"Servicos Educacionais",20110919,5.36,670,698900,11716988
"Servicos Educacionais",20110920,5.33,349,187700,3136610
"Servicos Educacionais",20110921,5.34,271,244400,4092392
"Servicos Educacionais",20110922,5.07,418,458200,7282211
"Servicos Educacionais",20110923,4.98,349,200500,3136981
"Servicos Educacionais",20110926,4.93,477,197500,3038600
"Servicos Educacionais",20110927,5.15,1310,518600,8275670
"Servicos Educacionais",20110928,5.07,568,524500,8331358
"Servicos Educacionais",20110929,5.10,413,287400,4578620
"Servicos Educacionais",20110930,5.11,547,272200,4377296
"Servicos Educacionais",20111003,5.25,714,222800,3678853
"Servicos Educacionais",20111004,5.20,1368,988500,16048103
"Servicos Educacionais",20111005,5.32,1046,455600,7613428
"Servicos Educacionais",20111006,5.55,503,166400,2914122
"Servicos Educacionais",20111007,5.65,574,172900,3043082
"Servicos Educacionais",20111010,5.76,363,250400,4512623
"Servicos Educacionais",20111011,5.82,493,99600,1816653
"Servicos Educacionais",20111013,5.85,670,211100,3872362
"Servicos Educacionais",20111014,5.93,685,121000,2247776
"Servicos Educacionais",20111017,5.88,812,215400,3956723
"Servicos Educacionais",20111018,5.85,300,177200,3249730
"Servicos Educacionais",20111019,6.09,574,174900,3326084
"Servicos Educacionais",20111020,6.03,213,77300,1459640
"Servicos Educacionais",20111021,6.10,69,23200,441994
"Servicos Educacionais",20111024,6.16,256,139000,2681217
"Servicos Educacionais",20111025,6.21,280,130000,2524083
"Servicos Educacionais",20111026,6.27,103,38500,757456
"Servicos Educacionais",20111027,6.36,253,93300,1857694
"Servicos Educacionais",20111028,6.32,261,106100,2101922
"Servicos Educacionais",20111031,6.38,335,148100,2966591
"Servicos Educacionais",20111101,6.31,186,46400,917356
"Servicos Educacionais",20111103,6.34,399,250600,4963845
"Servicos Educacionais",20111104,6.17,239,218900,4215787
"Servicos Educacionais",20111107,6.13,204,51500,988568
"Servicos Educacionais",20111108,6.15,474,144200,2756552
"Servicos Educacionais",20111109,5.92,446,111200,2060157
"Servicos Educacionais",20111110,5.90,741,266900,4892151
"Servicos Educacionais",20111111,5.91,385,273600,5032671
"Servicos Educacionais",20111114,6.00,155,38200,723455
"Servicos Educacionais",20111116,6.05,421,117100,2215387
"Servicos Educacionais",20111117,5.98,181,54500,1014527
"Servicos Educacionais",20111118,5.73,291,224700,4032709
"Servicos Educacionais",20111121,5.78,237,47100,852121
"Servicos Educacionais",20111122,5.78,309,128700,2323770
"Servicos Educacionais",20111123,5.77,153,193000,3474152
"Servicos Educacionais",20111124,5.78,74,10400,187956
"Servicos Educacionais",20111125,5.82,112,25200,462130
"Servicos Educacionais",20111128,5.87,128,41200,757727
"Servicos Educacionais",20111129,5.78,168,65500,1183117
